url,title,paragraph,tokens
"https://en.wikipedia.org/wiki/Zdravets,_Varna_Province","Zdravets, Varna Province - Wikipedia","Zdravets (Bulgarian: Здравец) is a village in the municipality of Avren, in Varna Province, northeastern Bulgaria. The village lies 10 kilometres east of Avren, south of Beloslav and Beloslav Lake and northwest of Benkovski and Priseltsi. The village covers an area of 24.947 km2 and according to the 2007 census had a population of 326 inhabitants. [1] ","['zdravets', 'bulgarian', 'zdravets', 'is', 'a', 'village', 'in', 'the', 'municipality', 'of', 'avren', 'in', 'varna', 'province', 'northeastern', 'bulgaria', 'the', 'village', 'lies', 'kilometres', 'east', 'of', 'avren', 'south', 'of', 'beloslav', 'and', 'beloslav', 'lake', 'and', 'northwest', 'of', 'benkovski', 'and', 'priseltsi', 'the', 'village', 'covers', 'an', 'area', 'of', 'km', 'and', 'according', 'to', 'the', 'census', 'had', 'a', 'population', 'of', 'inhabitants']"
https://en.wikipedia.org/wiki/Big_Island_(Bay_of_Quinte),Big Island (Bay of Quinte) - Wikipedia,"Big Island is an island in Prince Edward County, Ontario, Canada. Approximately .mw-parser-output .frac{white-space:nowrap}.mw-parser-output .frac .num,.mw-parser-output .frac .den{font-size:80%;line-height:0;vertical-align:super}.mw-parser-output .frac .den{vertical-align:sub}.mw-parser-output .sr-only{border:0;clip:rect(0,0,0,0);height:1px;margin:-1px;overflow:hidden;padding:0;position:absolute;width:1px}9.5 kilometres (5+3⁄4 mi) in length and with a maximal width of three kilometres (two miles), it is located in the Bay of Quinte in Lake Ontario, between Belleville and Demorestville. It is accessed by a fixed causeway of 600 m (660 yd, or 3⁄8 mi) length which connects Big Island to the remainder of Prince Edward County. The island is within the former Township of Sophiasburgh and is the largest of all off-shore islands in Prince Edward County.[1]","['big', 'island', 'is', 'an', 'island', 'in', 'prince', 'edward', 'county', 'ontario', 'canada', 'approximately', 'mwparseroutput', 'fracwhitespacenowrapmwparseroutput', 'frac', 'nummwparseroutput', 'frac', 'denfontsizelineheightverticalalignsupermwparseroutput', 'frac', 'denverticalalignsubmwparseroutput', 'sronlybordercliprectheightpxmarginpxoverflowhiddenpaddingpositionabsolutewidthpx', 'kilometres', 'mi', 'in', 'length', 'and', 'with', 'a', 'maximal', 'width', 'of', 'three', 'kilometres', 'two', 'miles', 'it', 'is', 'located', 'in', 'the', 'bay', 'of', 'quinte', 'in', 'lake', 'ontario', 'between', 'belleville', 'and', 'demorestville', 'it', 'is', 'accessed', 'by', 'a', 'fixed', 'causeway', 'of', 'm', 'yd', 'or', 'mi', 'length', 'which', 'connects', 'big', 'island', 'to', 'the', 'remainder', 'of', 'prince', 'edward', 'county', 'the', 'island', 'is', 'within', 'the', 'former', 'township', 'of', 'sophiasburgh', 'and', 'is', 'the', 'largest', 'of', 'all', 'offshore', 'islands', 'in', 'prince', 'edward', 'county']"
https://en.wikipedia.org/wiki/MDL_Information_Systems,MDL Information Systems - Wikipedia,"MDL Information Systems, Inc. was a provider of R&D informatics products for the life sciences and chemicals industries. The company was launched as a computer-aided drug design firm (originally named Molecular Design Limited, Inc.) in January 1978 in Hayward, California. The company was acquired by Symyx Technologies, Inc. in 2007. Subsequently Accelrys merged with Symyx. The Accelrys name was retained for the combined company. In 2014 Accelrys was acquired by Dassault Systemes. The Accelrys business unit was renamed BIOVIA.","['mdl', 'information', 'systems', 'inc', 'was', 'a', 'provider', 'of', 'rd', 'informatics', 'products', 'for', 'the', 'life', 'sciences', 'and', 'chemicals', 'industries', 'the', 'company', 'was', 'launched', 'as', 'a', 'computeraided', 'drug', 'design', 'firm', 'originally', 'named', 'molecular', 'design', 'limited', 'inc', 'in', 'january', 'in', 'hayward', 'california', 'the', 'company', 'was', 'acquired', 'by', 'symyx', 'technologies', 'inc', 'in', 'subsequently', 'accelrys', 'merged', 'with', 'symyx', 'the', 'accelrys', 'name', 'was', 'retained', 'for', 'the', 'combined', 'company', 'in', 'accelrys', 'was', 'acquired', 'by', 'dassault', 'systemes', 'the', 'accelrys', 'business', 'unit', 'was', 'renamed', 'biovia']"
"https://en.wikipedia.org/wiki/Antonin,_Sieradz_County","Antonin, Sieradz County - Wikipedia","Antonin [anˈtɔnin] is a village in the administrative district of Gmina Burzenin, within Sieradz County, Łódź Voivodeship, in central Poland. It lies approximately 2 kilometres (1 mi) north-east of Burzenin, 17 km (11 mi) south-east of Sieradz, and 56 km (35 mi) south-west of the regional capital Łódź.[1]","['antonin', 'antonin', 'is', 'a', 'village', 'in', 'the', 'administrative', 'district', 'of', 'gmina', 'burzenin', 'within', 'sieradz', 'county', 'lodz', 'voivodeship', 'in', 'central', 'poland', 'it', 'lies', 'approximately', 'kilometres', 'mi', 'northeast', 'of', 'burzenin', 'km', 'mi', 'southeast', 'of', 'sieradz', 'and', 'km', 'mi', 'southwest', 'of', 'the', 'regional', 'capital', 'lodz']"
https://en.wikipedia.org/wiki/Waterbury_Municipal_Center_Complex,Waterbury Municipal Center Complex - Wikipedia,"The Waterbury Municipal Center Complex, also known as the Cass Gilbert National Register District, is a group of five buildings, including City Hall, on Field and Grand streets in Waterbury, Connecticut, United States. They are large stone and brick structures, all designed by Cass Gilbert in the Georgian Revival and Second Renaissance Revival architectural styles, built during the 1910s. In 1978 they were designated as a historic district and listed on the National Register of Historic Places. They are now contributing properties to the Downtown Waterbury Historic District.","['the', 'waterbury', 'municipal', 'center', 'complex', 'also', 'known', 'as', 'the', 'cass', 'gilbert', 'national', 'register', 'district', 'is', 'a', 'group', 'of', 'five', 'buildings', 'including', 'city', 'hall', 'on', 'field', 'and', 'grand', 'streets', 'in', 'waterbury', 'connecticut', 'united', 'states', 'they', 'are', 'large', 'stone', 'and', 'brick', 'structures', 'all', 'designed', 'by', 'cass', 'gilbert', 'in', 'the', 'georgian', 'revival', 'and', 'second', 'renaissance', 'revival', 'architectural', 'styles', 'built', 'during', 'the', 's', 'in', 'they', 'were', 'designated', 'as', 'a', 'historic', 'district', 'and', 'listed', 'on', 'the', 'national', 'register', 'of', 'historic', 'places', 'they', 'are', 'now', 'contributing', 'properties', 'to', 'the', 'downtown', 'waterbury', 'historic', 'district']"
https://en.wikipedia.org/wiki/S._Gangadhar,S. Gangadhar - Wikipedia,"Sanipalli Gangadhar (born 12 October 1949, in Munimadugu, Anantapur district, Andhra Pradesh is a leader of Indian National Congress from Andhra Pradesh. He served as member of the Lok Sabha representing Hindupur (Lok Sabha constituency). He was elected to 9th, 10th and 12th Lok Sabha.[1]","['sanipalli', 'gangadhar', 'born', 'october', 'in', 'munimadugu', 'anantapur', 'district', 'andhra', 'pradesh', 'is', 'a', 'leader', 'of', 'indian', 'national', 'congress', 'from', 'andhra', 'pradesh', 'he', 'served', 'as', 'member', 'of', 'the', 'lok', 'sabha', 'representing', 'hindupur', 'lok', 'sabha', 'constituency', 'he', 'was', 'elected', 'to', 'th', 'th', 'and', 'th', 'lok', 'sabha']"
"https://en.wikipedia.org/wiki/Rolleston,_New_Zealand","Rolleston, New Zealand - Wikipedia","Rolleston /ˈrɒləstən/ (Māori: Roretana, Tauwharekākaho) is the seat and largest town in the Selwyn District, in the Canterbury region of New Zealand's South Island. It is located on the Canterbury Plains 22 kilometres (14 mi) south-west of Christchurch, and is part of the wider Christchurch metropolitan area.[3] The town has a population of 28,000 (June 2022),[2] making it New Zealand's 24th-largest urban area and the third-largest in Canterbury (behind Christchurch and Timaru). It was nicknamed the ""Town of the Future"" in the 1970s by Prime Minister Norman Kirk. The ""Town of the Future"" signage has since been removed from the entrances to Rolleston.[4][5][6][7]","['rolleston', 'ralstn', 'maori', 'roretana', 'tauwharekakaho', 'is', 'the', 'seat', 'and', 'largest', 'town', 'in', 'the', 'selwyn', 'district', 'in', 'the', 'canterbury', 'region', 'of', 'new', 'zealands', 'south', 'island', 'it', 'is', 'located', 'on', 'the', 'canterbury', 'plains', 'kilometres', 'mi', 'southwest', 'of', 'christchurch', 'and', 'is', 'part', 'of', 'the', 'wider', 'christchurch', 'metropolitan', 'area', 'the', 'town', 'has', 'a', 'population', 'of', 'june', 'making', 'it', 'new', 'zealands', 'thlargest', 'urban', 'area', 'and', 'the', 'thirdlargest', 'in', 'canterbury', 'behind', 'christchurch', 'and', 'timaru', 'it', 'was', 'nicknamed', 'the', 'town', 'of', 'the', 'future', 'in', 'the', 's', 'by', 'prime', 'minister', 'norman', 'kirk', 'the', 'town', 'of', 'the', 'future', 'signage', 'has', 'since', 'been', 'removed', 'from', 'the', 'entrances', 'to', 'rolleston']"
https://en.wikipedia.org/wiki/Roserock_Solar,Roserock Solar - Wikipedia,"The  Roserock Solar Facility is a 157 MWAC (212 MWp)  photovoltaic power station in Pecos County, Texas.  It was the largest solar project in Texas when completed in late 2016.  The facility is dispersed over about 1300 acres of land already developed for oil and gas by Apache Corporation.  It is located about a mile north of Interstate-10, and 20 miles west of Fort Stockton.[1][2]","['the', 'roserock', 'solar', 'facility', 'is', 'a', 'mwac', 'mwp', 'photovoltaic', 'power', 'station', 'in', 'pecos', 'county', 'texas', 'it', 'was', 'the', 'largest', 'solar', 'project', 'in', 'texas', 'when', 'completed', 'in', 'late', 'the', 'facility', 'is', 'dispersed', 'over', 'about', 'acres', 'of', 'land', 'already', 'developed', 'for', 'oil', 'and', 'gas', 'by', 'apache', 'corporation', 'it', 'is', 'located', 'about', 'a', 'mile', 'north', 'of', 'interstate', 'and', 'miles', 'west', 'of', 'fort', 'stockton']"
https://en.wikipedia.org/wiki/Attenborough:_60_Years_in_the_Wild,Attenborough: 60 Years in the Wild - Wikipedia,"Attenborough: 60 Years in the Wild is a three-part BBC documentary series chronicling the 60 years career making wildlife programmes of Sir David Attenborough.  The first hour-long programme, titled ""Life on Camera"" was broadcast on Friday 16 November 2012 on BBC Two at 9pm.  The second part, ""Understanding the Natural World"" and third and final part, ""Our Fragile Planet"" were broadcast on following Fridays, 23 and 30 November 2012.[1]","['attenborough', 'years', 'in', 'the', 'wild', 'is', 'a', 'threepart', 'bbc', 'documentary', 'series', 'chronicling', 'the', 'years', 'career', 'making', 'wildlife', 'programmes', 'of', 'sir', 'david', 'attenborough', 'the', 'first', 'hourlong', 'programme', 'titled', 'life', 'on', 'camera', 'was', 'broadcast', 'on', 'friday', 'november', 'on', 'bbc', 'two', 'at', 'pm', 'the', 'second', 'part', 'understanding', 'the', 'natural', 'world', 'and', 'third', 'and', 'final', 'part', 'our', 'fragile', 'planet', 'were', 'broadcast', 'on', 'following', 'fridays', 'and', 'november']"
https://en.wikipedia.org/wiki/10_Universal_City_Plaza,10 Universal City Plaza - Wikipedia,"10 Universal City Plaza (10 UCP) is a 35-story, 154.23 m (506.0 ft) rhombic skyscraper in Universal City, California near Los Angeles.[1][6] The tower was completed in 1984 by Hathaway Dinwiddie, and was designed by Skidmore, Owings & Merrill, and contains 820,000 sq ft (76,000 m2) of office space. It is the tallest building in the San Fernando Valley.","['universal', 'city', 'plaza', 'ucp', 'is', 'a', 'story', 'm', 'ft', 'rhombic', 'skyscraper', 'in', 'universal', 'city', 'california', 'near', 'los', 'angeles', 'the', 'tower', 'was', 'completed', 'in', 'by', 'hathaway', 'dinwiddie', 'and', 'was', 'designed', 'by', 'skidmore', 'owings', 'merrill', 'and', 'contains', 'sq', 'ft', 'm', 'of', 'office', 'space', 'it', 'is', 'the', 'tallest', 'building', 'in', 'the', 'san', 'fernando', 'valley']"
https://en.wikipedia.org/wiki/Dreaming_(Michael_Rother_album),Dreaming (Michael Rother album) - Wikipedia,"Dreaming is the tenth studio album by the German solo artist Michael Rother. It was released in September 2020. Aside from some soundtrack material during the 2010s (The Robbers and Houston), Dreaming is Michael Rother's first solo effort since Remember (The Great Adventure) was released in 2004.[1] The album was constructed from leftover musical sketches and vocal samples of Sophie Joiner from the sessions for Remember (The Great Adventure).","['dreaming', 'is', 'the', 'tenth', 'studio', 'album', 'by', 'the', 'german', 'solo', 'artist', 'michael', 'rother', 'it', 'was', 'released', 'in', 'september', 'aside', 'from', 'some', 'soundtrack', 'material', 'during', 'the', 's', 'the', 'robbers', 'and', 'houston', 'dreaming', 'is', 'michael', 'rothers', 'first', 'solo', 'effort', 'since', 'remember', 'the', 'great', 'adventure', 'was', 'released', 'in', 'the', 'album', 'was', 'constructed', 'from', 'leftover', 'musical', 'sketches', 'and', 'vocal', 'samples', 'of', 'sophie', 'joiner', 'from', 'the', 'sessions', 'for', 'remember', 'the', 'great', 'adventure']"
https://en.wikipedia.org/wiki/Syreeta_van_Amelsvoort,Syreeta van Amelsvoort - Wikipedia,"Syreeta van Amelsvoort is a Dutch Paralympic swimmer. She represented the Netherlands at the 1996 Summer Paralympics and at the 2000 Summer Paralympics and in total she won two gold medals, one silver medal and one bronze medal.[1] She won a gold medal on each occasion. In 1996, she also won a silver and a bronze medal.","['syreeta', 'van', 'amelsvoort', 'is', 'a', 'dutch', 'paralympic', 'swimmer', 'she', 'represented', 'the', 'netherlands', 'at', 'the', 'summer', 'paralympics', 'and', 'at', 'the', 'summer', 'paralympics', 'and', 'in', 'total', 'she', 'won', 'two', 'gold', 'medals', 'one', 'silver', 'medal', 'and', 'one', 'bronze', 'medal', 'she', 'won', 'a', 'gold', 'medal', 'on', 'each', 'occasion', 'in', 'she', 'also', 'won', 'a', 'silver', 'and', 'a', 'bronze', 'medal']"
"https://en.wikipedia.org/wiki/East_Hampton_(village),_New_York","East Hampton (village), New York - Wikipedia","The Village of East Hampton is a village in Suffolk County, New York. It is located in the town of East Hampton on the South Fork of eastern Long Island. The population was 1,083 at the time of the 2010 census, 251 less than in the year 2000.[6] It is a center of the summer resort and upscale locality at the East End of Long Island known as The Hamptons and is generally considered one of the area's two most prestigious communities. The Mayor of East Hampton Village is Jerry Larsen, elected on September 15, 2020.","['the', 'village', 'of', 'east', 'hampton', 'is', 'a', 'village', 'in', 'suffolk', 'county', 'new', 'york', 'it', 'is', 'located', 'in', 'the', 'town', 'of', 'east', 'hampton', 'on', 'the', 'south', 'fork', 'of', 'eastern', 'long', 'island', 'the', 'population', 'was', 'at', 'the', 'time', 'of', 'the', 'census', 'less', 'than', 'in', 'the', 'year', 'it', 'is', 'a', 'center', 'of', 'the', 'summer', 'resort', 'and', 'upscale', 'locality', 'at', 'the', 'east', 'end', 'of', 'long', 'island', 'known', 'as', 'the', 'hamptons', 'and', 'is', 'generally', 'considered', 'one', 'of', 'the', 'areas', 'two', 'most', 'prestigious', 'communities', 'the', 'mayor', 'of', 'east', 'hampton', 'village', 'is', 'jerry', 'larsen', 'elected', 'on', 'september']"
https://en.wikipedia.org/wiki/Dunne_D.5,Dunne D.5 - Wikipedia,"The Dunne D.5 was a British experimental aircraft built in 1910. A tailless swept-wing biplane, it was designed by J. W. Dunne and built by Short Brothers at Leysdown for his company, the Blair Atholl Aeroplane Syndicate Ltd. Like its military predecessors it was driven by twin pusher propellers, but it had a considerably more powerful engine.","['the', 'dunne', 'd', 'was', 'a', 'british', 'experimental', 'aircraft', 'built', 'in', 'a', 'tailless', 'sweptwing', 'biplane', 'it', 'was', 'designed', 'by', 'j', 'w', 'dunne', 'and', 'built', 'by', 'short', 'brothers', 'at', 'leysdown', 'for', 'his', 'company', 'the', 'blair', 'atholl', 'aeroplane', 'syndicate', 'ltd', 'like', 'its', 'military', 'predecessors', 'it', 'was', 'driven', 'by', 'twin', 'pusher', 'propellers', 'but', 'it', 'had', 'a', 'considerably', 'more', 'powerful', 'engine']"
https://en.wikipedia.org/wiki/Glasgow_Pollok_(UK_Parliament_constituency),Glasgow Pollok (UK Parliament constituency) - Wikipedia,"Glasgow Pollok was a burgh constituency represented in the House of Commons of the Parliament of the United Kingdom from 1918 until 2005, when it was replaced by Glasgow South West. It elected one Member of Parliament (MP) using the first-past-the-post voting system.","['glasgow', 'pollok', 'was', 'a', 'burgh', 'constituency', 'represented', 'in', 'the', 'house', 'of', 'commons', 'of', 'the', 'parliament', 'of', 'the', 'united', 'kingdom', 'from', 'until', 'when', 'it', 'was', 'replaced', 'by', 'glasgow', 'south', 'west', 'it', 'elected', 'one', 'member', 'of', 'parliament', 'mp', 'using', 'the', 'firstpastthepost', 'voting', 'system']"
